geoid,max_pct_out,avg_customer_hrs_out
22001,0.04141023763656829,3.338491972569995
22003,0.2526246962923371,52.39352389650814
22005,0.05573648663085152,4.119427053400376
22007,0.3216292363372435,28.504000643915052
22009,0.04186815790106615,7.460108420429587
22011,0.15190676244958615,37.13717851157506
22013,0.07592784462009042,25.609160747339217
22015,0.04819845783846402,6.8316946518583235
22017,0.04277967076563582,5.306187703689817
22019,0.05790289982078486,16.398680436283545
22021,0.01939296997405557,2.450147796956836
22023,0.1739303770074603,20.88782420279266
22025,4.752799715375381e-4,0.02855983303253823
22027,0.01674549917941682,2.0595323444581863
22029,0.0552557804645552,2.6451732132832757
22031,0.07334780978248134,24.37987751932215
22033,0.03466862402244644,3.5962212628653085
22035,0.27424217799802153,10.742265116616416
22037,0.20529271847471076,10.252071091264206
22039,0.01970560700832221,4.1221458832492095
22041,0.06630006545609911,2.070444743814196
22043,0.07032133110636397,14.245765726113882
22045,0.02318730296612371,3.175498041320573
22047,0.01023523412711725,2.2339160776189555
22049,0.20968762547265224,5.385147600943925
22051,0.02543698035508746,2.8580249934643507
22053,0.06351061645044327,3.2057249615974284
22055,0.00681185963202323,1.1349758971048425
22057,0.1470929293797383,5.553820793489698
22059,0.3058752328026261,3.7976900502912385
22061,0.06765906023527285,2.743525259752903
22063,0.04399194124645485,3.2536007884770566
22065,1,32.908602391902434
22067,0.02972486762913097,4.751026145391252
22069,0.13377296105371997,42.92113188928638
22071,0.03995511782705852,4.645804983392577
22073,0.0157647846578881,1.9710920336251032
22075,0.30764844276010506,31.156717339270713
22077,0.08392490365180422,4.863031076947259
22079,0.03142177409286294,6.706384562696743
22081,0.4249413840633874,75.45171090937527
22083,0.2097943202627718,5.059523189757321
22085,0.28736019823012826,79.58695578836537
22087,0.21325074082749904,3.916721404519652
22089,0.01275491017504011,1.6836071487014572
22091,0.0650930741381111,8.818231781147276
22093,0.05476175004144651,1.037325353059971
22095,0.03116431148453531,3.6844831643743254
22097,0.03362456630511412,4.412444436676896
22099,0.03507955744856004,4.1487344609538175
